Version;Date_of_report;Date_of_statistics;Security_region_code;Security_region_name;Tested_with_result;Tested_positive
2;2022-03-15 09:00:00;2021-09-24;VR21;Brabant-Noord;509;24
2;2022-03-15 09:00:00;2021-09-25;VR21;Brabant-Noord;398;38
2;2022-03-15 09:00:00;2021-09-26;VR21;Brabant-Noord;378;29
2;2022-03-15 09:00:00;2021-09-27;VR21;Brabant-Noord;753;26
2;2022-03-15 09:00:00;2021-09-28;VR21;Brabant-Noord;619;32
2;2022-03-15 09:00:00;2021-09-29;VR21;Brabant-Noord;591;28
2;2022-03-15 09:00:00;2021-09-30;VR21;Brabant-Noord;601;27
2;2022-03-15 09:00:00;2021-10-01;VR21;Brabant-Noord;448;16
2;2022-03-15 09:00:00;2021-10-02;VR21;Brabant-Noord;392;33
2;2022-03-15 09:00:00;2021-10-03;VR21;Brabant-Noord;478;34
2;2022-03-15 09:00:00;2021-10-04;VR21;Brabant-Noord;674;25
2;2022-03-15 09:00:00;2021-10-05;VR21;Brabant-Noord;776;48
2;2022-03-15 09:00:00;2021-10-06;VR21;Brabant-Noord;686;43
2;2022-03-15 09:00:00;2021-10-07;VR21;Brabant-Noord;629;56
2;2022-03-15 09:00:00;2021-10-08;VR21;Brabant-Noord;538;43
2;2022-03-15 09:00:00;2021-10-09;VR21;Brabant-Noord;431;51
2;2022-03-15 09:00:00;2021-10-10;VR21;Brabant-Noord;435;29
2;2022-03-15 09:00:00;2021-10-11;VR21;Brabant-Noord;740;43
2;2022-03-15 09:00:00;2021-10-12;VR21;Brabant-Noord;826;61
2;2022-03-15 09:00:00;2021-10-13;VR21;Brabant-Noord;820;57
2;2022-03-15 09:00:00;2021-10-14;VR21;Brabant-Noord;758;67
2;2022-03-15 09:00:00;2021-10-15;VR21;Brabant-Noord;684;58
2;2022-03-15 09:00:00;2021-10-16;VR21;Brabant-Noord;510;69
2;2022-03-15 09:00:00;2021-10-17;VR21;Brabant-Noord;523;54
2;2022-03-15 09:00:00;2021-10-18;VR21;Brabant-Noord;1079;97
2;2022-03-15 09:00:00;2021-10-19;VR21;Brabant-Noord;1026;123
2;2022-03-15 09:00:00;2021-10-20;VR21;Brabant-Noord;997;120
2;2022-03-15 09:00:00;2021-10-21;VR21;Brabant-Noord;1016;127
2;2022-03-15 09:00:00;2021-10-22;VR21;Brabant-Noord;938;155
2;2022-03-15 09:00:00;2021-10-23;VR21;Brabant-Noord;698;131
2;2022-03-15 09:00:00;2021-10-24;VR21;Brabant-Noord;676;121
2;2022-03-15 09:00:00;2021-10-25;VR21;Brabant-Noord;1158;158
2;2022-03-15 09:00:00;2021-10-26;VR21;Brabant-Noord;1166;199
2;2022-03-15 09:00:00;2021-10-27;VR21;Brabant-Noord;1213;187
2;2022-03-15 09:00:00;2021-10-28;VR21;Brabant-Noord;1123;186
2;2022-03-15 09:00:00;2021-10-29;VR21;Brabant-Noord;1118;210
2;2022-03-15 09:00:00;2021-10-30;VR21;Brabant-Noord;1057;205
2;2022-03-15 09:00:00;2021-10-31;VR21;Brabant-Noord;1034;201
2;2022-03-15 09:00:00;2021-11-01;VR21;Brabant-Noord;1553;236
2;2022-03-15 09:00:00;2021-11-02;VR21;Brabant-Noord;1747;258
2;2022-03-15 09:00:00;2021-11-03;VR21;Brabant-Noord;1748;284
2;2022-03-15 09:00:00;2021-11-04;VR21;Brabant-Noord;1744;278
2;2022-03-15 09:00:00;2021-11-05;VR21;Brabant-Noord;1821;322
2;2022-03-15 09:00:00;2021-11-06;VR21;Brabant-Noord;1751;361
2;2022-03-15 09:00:00;2021-11-07;VR21;Brabant-Noord;1452;247
2;2022-03-15 09:00:00;2021-11-08;VR21;Brabant-Noord;2197;324
2;2022-03-15 09:00:00;2021-11-09;VR21;Brabant-Noord;2386;394
2;2022-03-15 09:00:00;2021-11-10;VR21;Brabant-Noord;2217;387
2;2022-03-15 09:00:00;2021-11-11;VR21;Brabant-Noord;2134;420
2;2022-03-15 09:00:00;2021-11-12;VR21;Brabant-Noord;2111;451
2;2022-03-15 09:00:00;2021-11-13;VR21;Brabant-Noord;2282;536
2;2022-03-15 09:00:00;2021-11-14;VR21;Brabant-Noord;2342;556
2;2022-03-15 09:00:00;2021-11-15;VR21;Brabant-Noord;2236;478
2;2022-03-15 09:00:00;2021-11-16;VR21;Brabant-Noord;2759;561
2;2022-03-15 09:00:00;2021-11-17;VR21;Brabant-Noord;2597;619
2;2022-03-15 09:00:00;2021-11-18;VR21;Brabant-Noord;2553;648
2;2022-03-15 09:00:00;2021-11-19;VR21;Brabant-Noord;2528;621
2;2022-03-15 09:00:00;2021-11-20;VR21;Brabant-Noord;2805;724
2;2022-03-15 09:00:00;2021-11-21;VR21;Brabant-Noord;2783;721
2;2022-03-15 09:00:00;2021-11-22;VR21;Brabant-Noord;2389;573
2;2022-03-15 09:00:00;2021-11-23;VR21;Brabant-Noord;2834;593
2;2022-03-15 09:00:00;2021-11-24;VR21;Brabant-Noord;2852;594
2;2022-03-15 09:00:00;2021-11-25;VR21;Brabant-Noord;2786;601
2;2022-03-15 09:00:00;2021-11-26;VR21;Brabant-Noord;2652;584
2;2022-03-15 09:00:00;2021-11-27;VR21;Brabant-Noord;3020;783
2;2022-03-15 09:00:00;2021-11-28;VR21;Brabant-Noord;2839;672
2;2022-03-15 09:00:00;2021-11-29;VR21;Brabant-Noord;2592;562
2;2022-03-15 09:00:00;2021-11-30;VR21;Brabant-Noord;2678;450
2;2022-03-15 09:00:00;2021-12-01;VR21;Brabant-Noord;3092;568
2;2022-03-15 09:00:00;2021-12-02;VR21;Brabant-Noord;2813;633
2;2022-03-15 09:00:00;2021-12-03;VR21;Brabant-Noord;2323;620
2;2022-03-15 09:00:00;2021-12-04;VR21;Brabant-Noord;2720;782
2;2022-03-15 09:00:00;2021-12-05;VR21;Brabant-Noord;2157;633
2;2022-03-15 09:00:00;2021-12-06;VR21;Brabant-Noord;2208;496
2;2022-03-15 09:00:00;2021-12-07;VR21;Brabant-Noord;2290;577
2;2022-03-15 09:00:00;2021-12-08;VR21;Brabant-Noord;2407;502
2;2022-03-15 09:00:00;2021-12-09;VR21;Brabant-Noord;2090;441
2;2022-03-15 09:00:00;2021-12-10;VR21;Brabant-Noord;1983;484
2;2022-03-15 09:00:00;2021-12-11;VR21;Brabant-Noord;1396;341
2;2022-03-15 09:00:00;2021-12-12;VR21;Brabant-Noord;1380;301
2;2022-03-15 09:00:00;2021-12-13;VR21;Brabant-Noord;1795;409
2;2022-03-15 09:00:00;2021-12-14;VR21;Brabant-Noord;1640;400
2;2022-03-15 09:00:00;2021-12-15;VR21;Brabant-Noord;1779;430
2;2022-03-15 09:00:00;2021-12-16;VR21;Brabant-Noord;1404;331
2;2022-03-15 09:00:00;2021-12-17;VR21;Brabant-Noord;1354;360
2;2022-03-15 09:00:00;2021-12-18;VR21;Brabant-Noord;1287;343
2;2022-03-15 09:00:00;2021-12-19;VR21;Brabant-Noord;1319;313
2;2022-03-15 09:00:00;2021-12-20;VR21;Brabant-Noord;1441;296
2;2022-03-15 09:00:00;2021-12-21;VR21;Brabant-Noord;1381;314
2;2022-03-15 09:00:00;2021-12-22;VR21;Brabant-Noord;1713;353
2;2022-03-15 09:00:00;2021-12-23;VR21;Brabant-Noord;1733;387
2;2022-03-15 09:00:00;2021-12-24;VR21;Brabant-Noord;1435;298
2;2022-03-15 09:00:00;2021-12-25;VR21;Brabant-Noord;983;335
2;2022-03-15 09:00:00;2021-12-26;VR21;Brabant-Noord;935;284
2;2022-03-15 09:00:00;2021-12-27;VR21;Brabant-Noord;1219;383
2;2022-03-15 09:00:00;2021-12-28;VR21;Brabant-Noord;1321;376
2;2022-03-15 09:00:00;2021-12-29;VR21;Brabant-Noord;1685;457
2;2022-03-15 09:00:00;2021-12-30;VR21;Brabant-Noord;2287;589
2;2022-03-15 09:00:00;2021-12-31;VR21;Brabant-Noord;1586;494
2;2022-03-15 09:00:00;2022-01-01;VR21;Brabant-Noord;1045;415
2;2022-03-15 09:00:00;2022-01-02;VR21;Brabant-Noord;1542;603
2;2022-03-15 09:00:00;2022-01-03;VR21;Brabant-Noord;2120;894
2;2022-03-15 09:00:00;2022-01-04;VR21;Brabant-Noord;2452;982
2;2022-03-15 09:00:00;2022-01-05;VR21;Brabant-Noord;2745;965
2;2022-03-15 09:00:00;2022-01-06;VR21;Brabant-Noord;3196;977
2;2022-03-15 09:00:00;2022-01-07;VR21;Brabant-Noord;2878;801
2;2022-03-15 09:00:00;2022-01-08;VR21;Brabant-Noord;2777;819
2;2022-03-15 09:00:00;2022-01-09;VR21;Brabant-Noord;3067;1156
2;2022-03-15 09:00:00;2022-01-10;VR21;Brabant-Noord;3062;1191
2;2022-03-15 09:00:00;2022-01-11;VR21;Brabant-Noord;3180;1127
2;2022-03-15 09:00:00;2022-01-12;VR21;Brabant-Noord;3413;1131
2;2022-03-15 09:00:00;2022-01-13;VR21;Brabant-Noord;3688;1180
2;2022-03-15 09:00:00;2022-01-14;VR21;Brabant-Noord;3809;1232
2;2022-03-15 09:00:00;2022-01-15;VR21;Brabant-Noord;3829;1479
2;2022-03-15 09:00:00;2022-01-16;VR21;Brabant-Noord;3397;1313
2;2022-03-15 09:00:00;2022-01-17;VR21;Brabant-Noord;3972;1672
2;2022-03-15 09:00:00;2022-01-18;VR21;Brabant-Noord;4481;2024
2;2022-03-15 09:00:00;2022-01-19;VR21;Brabant-Noord;5081;2091
2;2022-03-15 09:00:00;2022-01-20;VR21;Brabant-Noord;5061;2314
2;2022-03-15 09:00:00;2022-01-21;VR21;Brabant-Noord;4284;1917
2;2022-03-15 09:00:00;2022-01-22;VR21;Brabant-Noord;4446;1897
2;2022-03-15 09:00:00;2022-01-23;VR21;Brabant-Noord;4583;2106
2;2022-03-15 09:00:00;2022-01-24;VR21;Brabant-Noord;4973;2577
2;2022-03-15 09:00:00;2022-01-25;VR21;Brabant-Noord;4849;2511
2;2022-03-15 09:00:00;2022-01-26;VR21;Brabant-Noord;4449;2429
2;2022-03-15 09:00:00;2022-01-27;VR21;Brabant-Noord;4278;2563
2;2022-03-15 09:00:00;2022-01-28;VR21;Brabant-Noord;4534;2701
2;2022-03-15 09:00:00;2022-01-29;VR21;Brabant-Noord;3839;2344
2;2022-03-15 09:00:00;2022-01-30;VR21;Brabant-Noord;4280;2694
2;2022-03-15 09:00:00;2022-01-31;VR21;Brabant-Noord;4423;2913
2;2022-03-15 09:00:00;2022-02-01;VR21;Brabant-Noord;4397;2802
2;2022-03-15 09:00:00;2022-02-02;VR21;Brabant-Noord;4109;2553
2;2022-03-15 09:00:00;2022-02-03;VR21;Brabant-Noord;4598;2942
2;2022-03-15 09:00:00;2022-02-04;VR21;Brabant-Noord;4239;2594
2;2022-03-15 09:00:00;2022-02-05;VR21;Brabant-Noord;3493;2104
2;2022-03-15 09:00:00;2022-02-06;VR21;Brabant-Noord;3442;2013
2;2022-03-15 09:00:00;2022-02-07;VR21;Brabant-Noord;4438;2712
2;2022-03-15 09:00:00;2022-02-08;VR21;Brabant-Noord;3857;2339
2;2022-03-15 09:00:00;2022-02-09;VR21;Brabant-Noord;3707;2224
2;2022-03-15 09:00:00;2022-02-10;VR21;Brabant-Noord;3530;2004
2;2022-03-15 09:00:00;2022-02-11;VR21;Brabant-Noord;2880;1566
2;2022-03-15 09:00:00;2022-02-12;VR21;Brabant-Noord;2507;1523
2;2022-03-15 09:00:00;2022-02-13;VR21;Brabant-Noord;2456;1425
2;2022-03-15 09:00:00;2022-02-14;VR21;Brabant-Noord;3446;2075
2;2022-03-15 09:00:00;2022-02-15;VR21;Brabant-Noord;2594;1525
2;2022-03-15 09:00:00;2022-02-16;VR21;Brabant-Noord;2646;1575
2;2022-03-15 09:00:00;2022-02-17;VR21;Brabant-Noord;2007;1199
2;2022-03-15 09:00:00;2022-02-18;VR21;Brabant-Noord;1349;797
2;2022-03-15 09:00:00;2022-02-19;VR21;Brabant-Noord;1838;1112
2;2022-03-15 09:00:00;2022-02-20;VR21;Brabant-Noord;1583;965
2;2022-03-15 09:00:00;2022-02-21;VR21;Brabant-Noord;1763;1139
2;2022-03-15 09:00:00;2022-02-22;VR21;Brabant-Noord;1676;1047
2;2022-03-15 09:00:00;2022-02-23;VR21;Brabant-Noord;1733;1141
2;2022-03-15 09:00:00;2022-02-24;VR21;Brabant-Noord;1480;928
2;2022-03-15 09:00:00;2022-02-25;VR21;Brabant-Noord;1192;783
2;2022-03-15 09:00:00;2022-02-26;VR21;Brabant-Noord;890;588
2;2022-03-15 09:00:00;2022-02-27;VR21;Brabant-Noord;903;628
2;2022-03-15 09:00:00;2022-02-28;VR21;Brabant-Noord;1478;1096
2;2022-03-15 09:00:00;2022-03-01;VR21;Brabant-Noord;2611;2106
2;2022-03-15 09:00:00;2022-03-02;VR21;Brabant-Noord;3955;3330
2;2022-03-15 09:00:00;2022-03-03;VR21;Brabant-Noord;5332;4484
2;2022-03-15 09:00:00;2022-03-04;VR21;Brabant-Noord;5834;4733
2;2022-03-15 09:00:00;2022-03-05;VR21;Brabant-Noord;5708;4521
2;2022-03-15 09:00:00;2022-03-06;VR21;Brabant-Noord;5939;4529
2;2022-03-15 09:00:00;2022-03-07;VR21;Brabant-Noord;5755;4293
2;2022-03-15 09:00:00;2022-03-08;VR21;Brabant-Noord;4473;3166
2;2022-03-15 09:00:00;2022-03-09;VR21;Brabant-Noord;3523;2486
2;2022-03-15 09:00:00;2022-03-10;VR21;Brabant-Noord;2785;1966
2;2022-03-15 09:00:00;2022-03-11;VR21;Brabant-Noord;1977;1323
2;2022-03-15 09:00:00;2022-03-12;VR21;Brabant-Noord;1813;1257
2;2022-03-15 09:00:00;2022-03-13;VR21;Brabant-Noord;1721;1223
2;2022-03-15 09:00:00;2020-06-01;VR22;Brabant-Zuidoost;42;2
2;2022-03-15 09:00:00;2020-06-02;VR22;Brabant-Zuidoost;192;5
2;2022-03-15 09:00:00;2020-06-03;VR22;Brabant-Zuidoost;286;9
2;2022-03-15 09:00:00;2020-06-04;VR22;Brabant-Zuidoost;308;4
2;2022-03-15 09:00:00;2020-06-05;VR22;Brabant-Zuidoost;318;1
2;2022-03-15 09:00:00;2020-06-06;VR22;Brabant-Zuidoost;323;9
2;2022-03-15 09:00:00;2020-06-07;VR22;Brabant-Zuidoost;361;8
2;2022-03-15 09:00:00;2020-06-08;VR22;Brabant-Zuidoost;371;2
2;2022-03-15 09:00:00;2020-06-09;VR22;Brabant-Zuidoost;468;12
2;2022-03-15 09:00:00;2020-06-10;VR22;Brabant-Zuidoost;396;4
2;2022-03-15 09:00:00;2020-06-11;VR22;Brabant-Zuidoost;384;5
2;2022-03-15 09:00:00;2020-06-12;VR22;Brabant-Zuidoost;329;7
2;2022-03-15 09:00:00;2020-06-13;VR22;Brabant-Zuidoost;324;5
2;2022-03-15 09:00:00;2020-06-14;VR22;Brabant-Zuidoost;242;6
2;2022-03-15 09:00:00;2020-06-15;VR22;Brabant-Zuidoost;474;3
2;2022-03-15 09:00:00;2020-06-16;VR22;Brabant-Zuidoost;484;4
2;2022-03-15 09:00:00;2020-06-17;VR22;Brabant-Zuidoost;515;5
2;2022-03-15 09:00:00;2020-06-18;VR22;Brabant-Zuidoost;478;1
2;2022-03-15 09:00:00;2020-06-19;VR22;Brabant-Zuidoost;416;0
2;2022-03-15 09:00:00;2020-06-20;VR22;Brabant-Zuidoost;373;4
2;2022-03-15 09:00:00;2020-06-21;VR22;Brabant-Zuidoost;301;3
2;2022-03-15 09:00:00;2020-06-22;VR22;Brabant-Zuidoost;438;2
2;2022-03-15 09:00:00;2020-06-23;VR22;Brabant-Zuidoost;483;0
2;2022-03-15 09:00:00;2020-06-24;VR22;Brabant-Zuidoost;390;4
2;2022-03-15 09:00:00;2020-06-25;VR22;Brabant-Zuidoost;418;0
2;2022-03-15 09:00:00;2020-06-26;VR22;Brabant-Zuidoost;416;1
2;2022-03-15 09:00:00;2020-06-27;VR22;Brabant-Zuidoost;383;2
2;2022-03-15 09:00:00;2020-06-28;VR22;Brabant-Zuidoost;280;0
2;2022-03-15 09:00:00;2020-06-29;VR22;Brabant-Zuidoost;381;0
2;2022-03-15 09:00:00;2020-06-30;VR22;Brabant-Zuidoost;456;4
2;2022-03-15 09:00:00;2020-07-01;VR22;Brabant-Zuidoost;446;0
2;2022-03-15 09:00:00;2020-07-02;VR22;Brabant-Zuidoost;416;2
2;2022-03-15 09:00:00;2020-07-03;VR22;Brabant-Zuidoost;410;4
2;2022-03-15 09:00:00;2020-07-04;VR22;Brabant-Zuidoost;257;2
2;2022-03-15 09:00:00;2020-07-05;VR22;Brabant-Zuidoost;240;1
2;2022-03-15 09:00:00;2020-07-06;VR22;Brabant-Zuidoost;441;1
2;2022-03-15 09:00:00;2020-07-07;VR22;Brabant-Zuidoost;440;1
2;2022-03-15 09:00:00;2020-07-08;VR22;Brabant-Zuidoost;476;4
2;2022-03-15 09:00:00;2020-07-09;VR22;Brabant-Zuidoost;581;2
2;2022-03-15 09:00:00;2020-07-10;VR22;Brabant-Zuidoost;483;4
2;2022-03-15 09:00:00;2020-07-11;VR22;Brabant-Zuidoost;430;0
2;2022-03-15 09:00:00;2020-07-12;VR22;Brabant-Zuidoost;217;2
2;2022-03-15 09:00:00;2020-07-13;VR22;Brabant-Zuidoost;446;0
2;2022-03-15 09:00:00;2020-07-14;VR22;Brabant-Zuidoost;490;4
2;2022-03-15 09:00:00;2020-07-15;VR22;Brabant-Zuidoost;502;3
2;2022-03-15 09:00:00;2020-07-16;VR22;Brabant-Zuidoost;528;4
2;2022-03-15 09:00:00;2020-07-17;VR22;Brabant-Zuidoost;630;4
2;2022-03-15 09:00:00;2020-07-18;VR22;Brabant-Zuidoost;518;2
2;2022-03-15 09:00:00;2020-07-19;VR22;Brabant-Zuidoost;481;2
2;2022-03-15 09:00:00;2020-07-20;VR22;Brabant-Zuidoost;478;2
2;2022-03-15 09:00:00;2020-07-21;VR22;Brabant-Zuidoost;585;2
2;2022-03-15 09:00:00;2020-07-22;VR22;Brabant-Zuidoost;636;1
2;2022-03-15 09:00:00;2020-07-23;VR22;Brabant-Zuidoost;658;4
2;2022-03-15 09:00:00;2020-07-24;VR22;Brabant-Zuidoost;596;0
2;2022-03-15 09:00:00;2020-07-25;VR22;Brabant-Zuidoost;608;1
2;2022-03-15 09:00:00;2020-07-26;VR22;Brabant-Zuidoost;622;5
2;2022-03-15 09:00:00;2020-07-27;VR22;Brabant-Zuidoost;697;5
2;2022-03-15 09:00:00;2020-07-28;VR22;Brabant-Zuidoost;749;7
2;2022-03-15 09:00:00;2020-07-29;VR22;Brabant-Zuidoost;709;6
2;2022-03-15 09:00:00;2020-07-30;VR22;Brabant-Zuidoost;659;17
2;2022-03-15 09:00:00;2020-07-31;VR22;Brabant-Zuidoost;471;8
2;2022-03-15 09:00:00;2020-08-01;VR22;Brabant-Zuidoost;461;12
2;2022-03-15 09:00:00;2020-08-02;VR22;Brabant-Zuidoost;327;3
2;2022-03-15 09:00:00;2020-08-03;VR22;Brabant-Zuidoost;386;3
2;2022-03-15 09:00:00;2020-08-04;VR22;Brabant-Zuidoost;711;13
2;2022-03-15 09:00:00;2020-08-05;VR22;Brabant-Zuidoost;540;7
2;2022-03-15 09:00:00;2020-08-06;VR22;Brabant-Zuidoost;528;9
2;2022-03-15 09:00:00;2020-08-07;VR22;Brabant-Zuidoost;515;8
2;2022-03-15 09:00:00;2020-08-08;VR22;Brabant-Zuidoost;529;8
2;2022-03-15 09:00:00;2020-08-09;VR22;Brabant-Zuidoost;346;5
2;2022-03-15 09:00:00;2020-08-10;VR22;Brabant-Zuidoost;511;18
2;2022-03-15 09:00:00;2020-08-11;VR22;Brabant-Zuidoost;545;19
2;2022-03-15 09:00:00;2020-08-12;VR22;Brabant-Zuidoost;521;13
2;2022-03-15 09:00:00;2020-08-13;VR22;Brabant-Zuidoost;585;13
2;2022-03-15 09:00:00;2020-08-14;VR22;Brabant-Zuidoost;628;15
2;2022-03-15 09:00:00;2020-08-15;VR22;Brabant-Zuidoost;588;14
2;2022-03-15 09:00:00;2020-08-16;VR22;Brabant-Zuidoost;520;15
2;2022-03-15 09:00:00;2020-08-17;VR22;Brabant-Zuidoost;466;13
2;2022-03-15 09:00:00;2020-08-18;VR22;Brabant-Zuidoost;707;13
2;2022-03-15 09:00:00;2020-08-19;VR22;Brabant-Zuidoost;903;22
2;2022-03-15 09:00:00;2020-08-20;VR22;Brabant-Zuidoost;957;9
2;2022-03-15 09:00:00;2020-08-21;VR22;Brabant-Zuidoost;1018;19
2;2022-03-15 09:00:00;2020-08-22;VR22;Brabant-Zuidoost;905;25
2;2022-03-15 09:00:00;2020-08-23;VR22;Brabant-Zuidoost;699;19
2;2022-03-15 09:00:00;2020-08-24;VR22;Brabant-Zuidoost;738;19
2;2022-03-15 09:00:00;2020-08-25;VR22;Brabant-Zuidoost;907;23
2;2022-03-15 09:00:00;2020-08-26;VR22;Brabant-Zuidoost;1092;27
2;2022-03-15 09:00:00;2020-08-27;VR22;Brabant-Zuidoost;1042;26
2;2022-03-15 09:00:00;2020-08-28;VR22;Brabant-Zuidoost;970;25
2;2022-03-15 09:00:00;2020-08-29;VR22;Brabant-Zuidoost;924;21
2;2022-03-15 09:00:00;2020-08-30;VR22;Brabant-Zuidoost;893;17
2;2022-03-15 09:00:00;2020-08-31;VR22;Brabant-Zuidoost;812;16
2;2022-03-15 09:00:00;2020-09-01;VR22;Brabant-Zuidoost;900;14
2;2022-03-15 09:00:00;2020-09-02;VR22;Brabant-Zuidoost;1064;20
2;2022-03-15 09:00:00;2020-09-03;VR22;Brabant-Zuidoost;1105;24
2;2022-03-15 09:00:00;2020-09-04;VR22;Brabant-Zuidoost;1252;34
2;2022-03-15 09:00:00;2020-09-05;VR22;Brabant-Zuidoost;1151;35
2;2022-03-15 09:00:00;2020-09-06;VR22;Brabant-Zuidoost;1085;34
2;2022-03-15 09:00:00;2020-09-07;VR22;Brabant-Zuidoost;1054;28
2;2022-03-15 09:00:00;2020-09-08;VR22;Brabant-Zuidoost;1091;18
2;2022-03-15 09:00:00;2020-09-09;VR22;Brabant-Zuidoost;1315;34
2;2022-03-15 09:00:00;2020-09-10;VR22;Brabant-Zuidoost;1102;28
2;2022-03-15 09:00:00;2020-09-11;VR22;Brabant-Zuidoost;1275;47
2;2022-03-15 09:00:00;2020-09-12;VR22;Brabant-Zuidoost;1250;34
2;2022-03-15 09:00:00;2020-09-13;VR22;Brabant-Zuidoost;1068;40
2;2022-03-15 09:00:00;2020-09-14;VR22;Brabant-Zuidoost;868;33
2;2022-03-15 09:00:00;2020-09-15;VR22;Brabant-Zuidoost;1024;49
2;2022-03-15 09:00:00;2020-09-16;VR22;Brabant-Zuidoost;1246;49
2;2022-03-15 09:00:00;2020-09-17;VR22;Brabant-Zuidoost;1364;79
2;2022-03-15 09:00:00;2020-09-18;VR22;Brabant-Zuidoost;1236;65
2;2022-03-15 09:00:00;2020-09-19;VR22;Brabant-Zuidoost;1154;69
2;2022-03-15 09:00:00;2020-09-20;VR22;Brabant-Zuidoost;1041;62
2;2022-03-15 09:00:00;2020-09-21;VR22;Brabant-Zuidoost;1212;82
2;2022-03-15 09:00:00;2020-09-22;VR22;Brabant-Zuidoost;1123;77
2;2022-03-15 09:00:00;2020-09-23;VR22;Brabant-Zuidoost;1285;66
2;2022-03-15 09:00:00;2020-09-24;VR22;Brabant-Zuidoost;1340;77
2;2022-03-15 09:00:00;2020-09-25;VR22;Brabant-Zuidoost;1333;137
2;2022-03-15 09:00:00;2020-09-26;VR22;Brabant-Zuidoost;1238;95
2;2022-03-15 09:00:00;2020-09-27;VR22;Brabant-Zuidoost;1249;110
2;2022-03-15 09:00:00;2020-09-28;VR22;Brabant-Zuidoost;1229;106
2;2022-03-15 09:00:00;2020-09-29;VR22;Brabant-Zuidoost;1406;116
2;2022-03-15 09:00:00;2020-09-30;VR22;Brabant-Zuidoost;1497;146
2;2022-03-15 09:00:00;2020-10-01;VR22;Brabant-Zuidoost;1518;151
2;2022-03-15 09:00:00;2020-10-02;VR22;Brabant-Zuidoost;1477;167
2;2022-03-15 09:00:00;2020-10-03;VR22;Brabant-Zuidoost;1262;180
2;2022-03-15 09:00:00;2020-10-04;VR22;Brabant-Zuidoost;1499;198
2;2022-03-15 09:00:00;2020-10-05;VR22;Brabant-Zuidoost;1636;232
2;2022-03-15 09:00:00;2020-10-06;VR22;Brabant-Zuidoost;1797;248
2;2022-03-15 09:00:00;2020-10-07;VR22;Brabant-Zuidoost;1792;241
2;2022-03-15 09:00:00;2020-10-08;VR22;Brabant-Zuidoost;1854;295
2;2022-03-15 09:00:00;2020-10-09;VR22;Brabant-Zuidoost;1933;280
2;2022-03-15 09:00:00;2020-10-10;VR22;Brabant-Zuidoost;1543;240
2;2022-03-15 09:00:00;2020-10-11;VR22;Brabant-Zuidoost;1640;261
2;2022-03-15 09:00:00;2020-10-12;VR22;Brabant-Zuidoost;1740;349
2;2022-03-15 09:00:00;2020-10-13;VR22;Brabant-Zuidoost;1763;261
2;2022-03-15 09:00:00;2020-10-14;VR22;Brabant-Zuidoost;2123;270
2;2022-03-15 09:00:00;2020-10-15;VR22;Brabant-Zuidoost;2084;282
2;2022-03-15 09:00:00;2020-10-16;VR22;Brabant-Zuidoost;2121;290
2;2022-03-15 09:00:00;2020-10-17;VR22;Brabant-Zuidoost;1836;297
2;2022-03-15 09:00:00;2020-10-18;VR22;Brabant-Zuidoost;1858;323
2;2022-03-15 09:00:00;2020-10-19;VR22;Brabant-Zuidoost;2031;397
2;2022-03-15 09:00:00;2020-10-20;VR22;Brabant-Zuidoost;2140;402
2;2022-03-15 09:00:00;2020-10-21;VR22;Brabant-Zuidoost;2057;374
2;2022-03-15 09:00:00;2020-10-22;VR22;Brabant-Zuidoost;2200;399
2;2022-03-15 09:00:00;2020-10-23;VR22;Brabant-Zuidoost;2133;450
2;2022-03-15 09:00:00;2020-10-24;VR22;Brabant-Zuidoost;1852;387
2;2022-03-15 09:00:00;2020-10-25;VR22;Brabant-Zuidoost;2148;463
2;2022-03-15 09:00:00;2020-10-26;VR22;Brabant-Zuidoost;2150;420
2;2022-03-15 09:00:00;2020-10-27;VR22;Brabant-Zuidoost;2089;366
2;2022-03-15 09:00:00;2020-10-28;VR22;Brabant-Zuidoost;2156;359
2;2022-03-15 09:00:00;2020-10-29;VR22;Brabant-Zuidoost;2158;349
2;2022-03-15 09:00:00;2020-10-30;VR22;Brabant-Zuidoost;2011;312
2;2022-03-15 09:00:00;2020-10-31;VR22;Brabant-Zuidoost;1752;308
2;2022-03-15 09:00:00;2020-11-01;VR22;Brabant-Zuidoost;1597;279
2;2022-03-15 09:00:00;2020-11-02;VR22;Brabant-Zuidoost;1978;325
2;2022-03-15 09:00:00;2020-11-03;VR22;Brabant-Zuidoost;1703;263
2;2022-03-15 09:00:00;2020-11-04;VR22;Brabant-Zuidoost;1663;249
2;2022-03-15 09:00:00;2020-11-05;VR22;Brabant-Zuidoost;1662;259
2;2022-03-15 09:00:00;2020-11-06;VR22;Brabant-Zuidoost;1467;195
2;2022-03-15 09:00:00;2020-11-07;VR22;Brabant-Zuidoost;1237;182
2;2022-03-15 09:00:00;2020-11-08;VR22;Brabant-Zuidoost;719;99
2;2022-03-15 09:00:00;2020-11-09;VR22;Brabant-Zuidoost;1896;298
2;2022-03-15 09:00:00;2020-11-10;VR22;Brabant-Zuidoost;1520;225
2;2022-03-15 09:00:00;2020-11-11;VR22;Brabant-Zuidoost;1489;231
2;2022-03-15 09:00:00;2020-11-12;VR22;Brabant-Zuidoost;1359;209
2;2022-03-15 09:00:00;2020-11-13;VR22;Brabant-Zuidoost;1313;201
